,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
18534,gdb_18535,OCCC1CN2CC12,5.63882,1.01658,0.96833,1.7511,70.84,-0.2315,0.0757,0.3072,1231.2989,0.166072,-365.004312,-364.99622,-364.995276,-365.037254,29.959
124631,gdb_124632,CC(C)Nc1conn1,4.33383,0.90125,0.83632,4.5295,74.99,-0.2162,-0.0304,0.1858,1410.0967,0.146721,-435.242651,-435.233746,-435.232802,-435.276901,32.674
13029,gdb_13030,N=C1OCC1CC#C,4.0584,1.43046,1.11414,2.6107,67.59,-0.2608,0.0216,0.2824,1025.5106,0.118013,-362.622791,-362.614981,-362.614036,-362.65553,28.212
21331,gdb_21332,c1c(nn[nH]1)CC#N,6.53595,1.32976,1.11249,2.256,59.08,-0.2732,-0.0176,0.2556,961.1075,0.085913,-373.715897,-373.709224,-373.70828,-373.747982,23.291
31869,gdb_31870,c1c(ncc(n1)N)CO,4.91343,1.01771,0.84807,1.2696,77.22,-0.2146,-0.0322,0.1824,1301.6419,0.125863,-434.113902,-434.105562,-434.104618,-434.14742,30.801
2279,gdb_2280,O=CCC1CCO1,8.16125,1.40108,1.27457,3.6035,57.95,-0.2459,-0.0229,0.223,913.251,0.124044,-345.641113,-345.633819,-345.632875,-345.673766,24.586
7627,gdb_7628,C1C(=O)CN1C(=O)N,5.40803,1.32427,1.10557,3.3508,59.48,-0.2533,-0.037,0.2163,1000.972,0.106901,-415.89311,-415.885561,-415.884616,-415.925317,27.393
83597,gdb_83598,CC1C2CCC2(O)C1=O,2.26988,1.70126,1.16968,2.3376,76.13,-0.2417,-0.0215,0.2202,1104.9565,0.158089,-423.022951,-423.014119,-423.013175,-423.056419,33.349
60462,gdb_60463,CC(O)CCCC1CC1,4.68101,0.54048,0.50736,1.3503,90.25,-0.2598,0.0736,0.3334,2254.5075,0.227289,-389.485924,-389.474928,-389.473984,-389.523159,40.264
20074,gdb_20075,C1OC1C1CCCC1,4.96228,1.24001,1.06576,1.8075,74.65,-0.2607,0.0825,0.3432,1141.3896,0.178706,-348.999669,-348.991782,-348.990838,-349.033102,29.17
91026,gdb_91027,OC1CN2C3CC3(O)C12,2.63677,1.88457,1.30593,3.0954,71.2,-0.2018,0.0457,0.2475,978.8443,0.147974,-439.007656,-438.999942,-438.998998,-439.039511,31.006
90499,gdb_90500,CC1CC2C(C=O)C12O,2.08997,1.35477,1.1944,2.7148,77.35,-0.2374,-0.0216,0.2158,1167.9467,0.157342,-423.002361,-422.993263,-422.992319,-423.036028,34.159
16480,gdb_16481,OC12C3CN(C13)C2=O,3.02339,2.83376,1.79083,4.3091,57.5,-0.2401,-0.0056,0.2345,717.0515,0.095428,-398.534367,-398.528049,-398.527105,-398.564638,24.284
73735,gdb_73736,CC1=C(C#N)C(=N)OC1,2.08464,1.8202,0.98363,6.2365,77.8,-0.2627,-0.0665,0.1962,1136.2028,0.112964,-416.855869,-416.847634,-416.846689,-416.888897,29.68
33581,gdb_33582,C1C(OCO1)(C#N)C#N,2.2098,1.65022,1.20899,4.154,62.88,-0.3127,-0.0405,0.2722,1015.5681,0.089229,-452.742018,-452.734122,-452.733177,-452.775145,27.617
110737,gdb_110738,CCC1C2NC(=O)C12C,2.40897,1.28161,1.0919,3.6043,79.92,-0.2389,0.0115,0.2504,1240.5513,0.170159,-403.154307,-403.144983,-403.144039,-403.18851,34.548
40353,gdb_40354,C1CC1C12CC(C1)CC2,3.56533,1.22654,1.13792,0.0752,88.69,-0.2596,0.0878,0.3474,1200.8764,0.208807,-351.138194,-351.130377,-351.129432,-351.170469,32.461
25605,gdb_25606,c1cocc1OCC=O,7.07755,0.72911,0.66378,1.862,68.42,-0.2222,-0.0372,0.1851,1564.4093,0.111181,-457.775294,-457.767081,-457.766136,-457.809511,28.845
53895,gdb_53896,NC(=[NH2+])C(C#C)C([O-])=O,3.10902,0.66362,0.64104,2.1985,74.95,-0.1857,0.0164,0.2021,1727.4754,0.108729,-453.981069,-453.970075,-453.969131,-454.020131,36.719
105551,gdb_105552,CCC1(CNC1=O)C#C,1.91439,1.54531,1.29062,3.4368,78.82,-0.2423,0.0217,0.2641,1121.1235,0.145932,-401.940272,-401.930796,-401.929852,-401.974435,34.737
22579,gdb_22580,C1C(=NO)COC(=O)N1,4.39499,1.05691,0.88473,4.2674,65.2,-0.2606,-0.0137,0.2469,1225.5833,0.113415,-491.079937,-491.071898,-491.070954,-491.113081,29.48
70076,gdb_70077,CC12NC1C=CC1CC21,2.56519,1.80631,1.35211,1.5497,83.98,-0.2235,0.017,0.2405,1026.6652,0.17343,-365.994023,-365.986497,-365.985553,-366.025412,31.337
58754,gdb_58755,CC(C)C12CN(C1)C2C,2.44765,1.29989,1.12039,1.9331,88.93,-0.2194,0.0726,0.292,1270.322,0.217022,-368.346433,-368.336751,-368.335806,-368.380786,37.34
73469,gdb_73470,CC12OCC3CC1C2O3,2.83326,1.84666,1.58284,1.1864,73.74,-0.2167,0.083,0.2998,934.382,0.16131,-423.021356,-423.0142,-423.013256,-423.052511,29.273
90759,gdb_90760,OC1CN2C1COC2=N,2.63255,1.67628,1.37584,2.6632,68.66,-0.2351,0.0368,0.2719,977.9674,0.137987,-455.133225,-455.125546,-455.124602,-455.16601,29.037
93469,gdb_93470,NC1COC(=N)NC1=N,3.02154,1.40055,0.98925,0.9653,73.6,-0.2409,-0.0004,0.2405,1152.2431,0.139114,-451.350966,-451.342659,-451.341715,-451.384082,31.236
94422,gdb_94423,OC1CCC11OCC1=O,2.53909,1.43482,1.28068,1.7817,69.45,-0.2503,-0.039,0.2113,1060.4326,0.134669,-458.945453,-458.937238,-458.936294,-458.978543,30.852
69768,gdb_69769,CC12CC3CC(O3)C1N2,3.05223,1.60819,1.4323,1.5912,76.71,-0.2358,0.0722,0.308,1000.4543,0.173527,-403.113882,-403.106595,-403.105651,-403.145055,30.42
67809,gdb_67810,OC12C=CC3NC1C23O,2.43445,1.96003,1.6238,1.2452,68.23,-0.2089,0.0068,0.2157,889.4525,0.124122,-437.811285,-437.803739,-437.802795,-437.842666,30.304
81571,gdb_81572,CN1C2CC1C2C(N)=O,2.70964,1.38076,1.24469,3.3383,76.75,-0.2134,0.0278,0.2412,1099.555,0.158734,-419.151622,-419.142685,-419.141741,-419.185431,33.426
132153,gdb_132154,CC1=NC(=N)C(F)=CN1,3.18362,1.37048,0.96382,6.7299,74.02,-0.2094,-0.0128,0.1967,1144.2816,0.113119,-458.130879,-458.122821,-458.121877,-458.163805,29.826
25395,gdb_25396,c1cnc([nH]c1=O)C=O,3.80784,1.20702,0.9165,0.5505,71.07,-0.2592,-0.1041,0.1551,1155.4288,0.09059,-452.814725,-452.807528,-452.806584,-452.846859,26.172
11832,gdb_11833,CC1OC2(CC2)C1C,3.31926,1.7433,1.38399,1.6365,75.04,-0.2214,0.0848,0.3061,988.6198,0.175625,-348.981089,-348.972564,-348.97162,-349.014265,32.314
127123,gdb_127124,Cc1[nH]nc(n1)N(C)C,3.94443,1.10398,0.88035,1.9097,80.45,-0.189,0.028,0.2171,1343.2911,0.15979,-415.420589,-415.410847,-415.409903,-415.456047,33.963
127031,gdb_127032,CCOc1cc([nH]n1)N,6.61298,0.79485,0.71684,2.5742,76.69,-0.1993,0.046,0.2453,1572.5579,0.148313,-435.283124,-435.273767,-435.272822,-435.317588,33.813
26,gdb_27,C(=O)C#N,67.88408,5.00823,4.66413,2.3112,26.25,-0.3166,-0.11,0.2066,251.0007,0.02654,-206.721858,-206.717875,-206.716931,-206.747625,11.329
126935,gdb_126936,CCNc1[nH]nc(n1)C,6.21924,0.79136,0.7142,3.8753,80.03,-0.2084,0.0442,0.2526,1616.7947,0.160446,-415.427447,-415.417958,-415.417014,-415.462305,33.844
85614,gdb_85615,CC1OC(=O)NCC=C1,2.21321,1.74623,1.03491,4.1497,74.52,-0.25,0.0022,0.2522,1147.1137,0.148633,-439.127415,-439.118931,-439.117987,-439.16175,31.49
126444,gdb_126445,CCc1c(n[nH]n1)NC,2.15213,1.46093,0.93594,1.4374,78.8,-0.2012,0.0133,0.2145,1288.7605,0.160664,-415.396618,-415.387125,-415.386181,-415.431688,33.791
37684,gdb_37685,C1C2C3C4C5CC14C2N35,3.22357,2.42495,1.98342,1.7127,77.86,-0.2177,0.0653,0.283,776.2667,0.151299,-364.678077,-364.672693,-364.671748,-364.707312,24.732
36741,gdb_36742,N#CCOC1CCCO1,4.35352,0.821,0.79008,4.5424,73.01,-0.2823,0.0157,0.298,1470.6867,0.148371,-439.099062,-439.090367,-439.089423,-439.134026,30.748
11696,gdb_11697,O=CC12CC1C(=O)C2,4.24969,1.55862,1.31823,3.2371,64.51,-0.2576,-0.0494,0.2082,903.7291,0.106066,-382.542272,-382.535288,-382.534344,-382.573721,25.824
18297,gdb_18298,OC1C2CCCCC12,2.87417,2.02503,1.75482,1.2835,73.45,-0.2437,0.0663,0.3099,877.557,0.179971,-349.00452,-348.997125,-348.996181,-349.035737,29.588
120151,gdb_120152,COCC1C2OC(C)C12,3.08439,0.97577,0.8737,1.6592,79.8,-0.2347,0.0864,0.3211,1436.0414,0.181093,-424.167495,-424.158079,-424.157135,-424.202183,34.523
37879,gdb_37880,C1C2C3OC4C3C2OC14,2.99285,2.21261,2.15461,0.966,67.91,-0.2333,0.0644,0.2976,763.6086,0.140613,-421.79574,-421.790565,-421.789621,-421.82496,23.581
70922,gdb_70923,CC12CC3(CC=CC13)O2,3.65418,1.49255,1.29531,1.8341,81.12,-0.2273,0.0067,0.234,1033.5638,0.159269,-385.808213,-385.800814,-385.79987,-385.839428,30.691
103443,gdb_103444,CC1(CO)C2C=CCN12,3.40061,1.22125,1.18839,2.3808,79.74,-0.2202,0.0065,0.2267,1139.8484,0.171381,-403.126178,-403.117689,-403.116744,-403.15901,33.18
43771,gdb_43772,O=C1NC2(CC12)C1CC1,3.53719,1.18966,1.0417,3.8887,77.23,-0.241,0.0091,0.2501,1181.7847,0.14821,-401.929209,-401.921355,-401.920411,-401.961998,30.59
100733,gdb_100734,C[NH2+]C(C)C(C)C([O-])=O,2.7275,1.00641,0.81952,14.7487,82.3,-0.1686,-0.0066,0.162,1464.3525,0.192626,-441.457007,-441.44623,-441.445286,-441.493376,38.827
59663,gdb_59664,CC(C)C1CCC11CC1,2.34689,1.3272,0.95935,0.1424,92.98,-0.2599,0.0848,0.3446,1357.8655,0.228348,-352.340959,-352.331083,-352.330139,-352.375284,38.484
19135,gdb_19136,N#CC1(CO1)C1CN1,3.46015,1.80598,1.37082,4.2262,61.9,-0.2657,-0.0076,0.2581,883.9345,0.107311,-378.672238,-378.664973,-378.664029,-378.70407,26.297
66629,gdb_66630,OC12C3C1C1NC3C21O,2.74681,1.9719,1.5015,1.5002,67.1,-0.2226,0.064,0.2866,887.4345,0.12475,-437.784539,-437.777537,-437.776593,-437.815421,28.885
108669,gdb_108670,CC1=C(COCC1)CO,2.14969,1.39751,0.93054,2.512,82.21,-0.2366,0.0146,0.2512,1305.1807,0.18264,-424.230716,-424.221239,-424.220295,-424.265389,35.065
78197,gdb_78198,CN1C2C(O)C2C1C#C,2.25729,1.62523,1.42191,1.5961,77.81,-0.2032,0.0344,0.2375,1026.8672,0.145775,-401.847767,-401.838899,-401.837954,-401.880817,33.817
8740,gdb_8741,CC(C#N)C(O)C#N,3.85785,1.3126,1.18328,2.0038,62.03,-0.3204,-0.0122,0.3082,1006.6372,0.105855,-378.740462,-378.73185,-378.730906,-378.773743,29.839
113809,gdb_113810,CC1OC1C1CC1CO,3.92314,0.8013,0.71933,1.0541,80.6,-0.2533,0.0751,0.3284,1614.8687,0.180714,-424.185367,-424.175385,-424.174441,-424.221379,36.084
46557,gdb_46558,C1C2(COC2)OC(=O)N1,4.11527,1.16953,1.06582,3.9854,64.61,-0.2656,0.0442,0.3098,1117.1069,0.125688,-475.048282,-475.040716,-475.039772,-475.081108,27.896
62629,gdb_62630,CC1(C)C2C3CC1CN23,2.66628,1.80717,1.58811,1.6893,83.27,-0.2329,0.0839,0.3167,985.2372,0.197025,-367.21516,-367.207473,-367.206529,-367.246624,32.213
93701,gdb_93702,CC1(CC(O)CO1)C#N,3.05996,1.24034,1.14306,4.6679,72.03,-0.2732,0.0237,0.2969,1130.384,0.14693,-439.103097,-439.09418,-439.093236,-439.136777,33.234
127227,gdb_127228,Cc1cn(nnc1=O)C,3.1015,1.42693,0.98933,7.0162,77.67,-0.2281,-0.0549,0.1732,1159.7865,0.123723,-434.068629,-434.060103,-434.059159,-434.102142,30.557
64964,gdb_64965,OC1(CC1)C(=O)C1CO1,3.46576,1.11478,0.96318,3.694,70.53,-0.2441,-0.0343,0.2098,1236.6338,0.133645,-458.931075,-458.922272,-458.921328,-458.965309,32.346
4950,gdb_4951,N=C1NC=COC1=O,3.33548,2.52352,1.43662,4.5182,60.3,-0.2207,-0.0498,0.1709,781.6267,0.085862,-414.702156,-414.695793,-414.694848,-414.732776,23.908
67910,gdb_67911,OC12CC(=O)C1C1CC21,2.41199,1.839,1.32716,3.4278,71.29,-0.2281,-0.0246,0.2035,980.0685,0.134921,-421.783497,-421.775962,-421.775018,-421.815209,30.387
15073,gdb_15074,COC(C=O)C1CN1,2.48501,1.78747,1.17425,2.6509,65.92,-0.2444,-0.0366,0.2078,1033.9033,0.14044,-400.960132,-400.951404,-400.95046,-400.994111,30.128
56778,gdb_56779,OC(C#C)C12CCC1O2,3.06591,1.28648,1.05158,1.993,73.59,-0.2637,0.0311,0.2947,1156.7658,0.133933,-421.744825,-421.736279,-421.735335,-421.778071,32.514
130375,gdb_130376,C(=Nc1c(n[nH]n1)O)N,3.58257,1.09878,0.84113,4.8323,72.59,-0.201,-0.0165,0.1845,1271.3344,0.102827,-466.194225,-466.185906,-466.184962,-466.227609,29.984
22693,gdb_22694,CC(=NO)COC1CC1,2.91431,0.94202,0.87462,0.6645,78.57,-0.2442,0.0074,0.2516,1425.3814,0.168012,-440.218724,-440.208634,-440.20769,-440.254931,36.258
78884,gdb_78885,CC1C2C3C4C(N23)C14C,2.54688,2.10865,1.44917,1.9024,80.14,-0.2187,0.0737,0.2924,967.2464,0.171923,-365.963492,-365.955898,-365.954954,-365.994978,30.996
125962,gdb_125963,CC1CN1C1=CC=NN1,3.64827,1.19759,1.08774,3.3113,78.8,-0.2073,0.0321,0.2394,1161.6737,0.149614,-398.121253,-398.113173,-398.112228,-398.154309,30.557
110010,gdb_110011,COC1C(C)CC=C1C,1.89971,1.67653,0.97665,0.9689,88.67,-0.2333,0.0268,0.2601,1304.0283,0.204596,-388.303857,-388.293695,-388.29275,-388.33901,37.435
12591,gdb_12592,CC1C(=O)CC=C1C,3.1406,1.90448,1.27099,2.7138,73.96,-0.2371,-0.0145,0.2226,976.3973,0.152837,-347.850474,-347.842251,-347.841307,-347.883138,30.53
85556,gdb_85557,CC1NC(=O)NC=C1C,2.84094,1.34806,1.01618,3.5168,79.48,-0.2057,0.0172,0.223,1202.9415,0.160532,-419.275982,-419.266974,-419.26603,-419.309743,33.938
89489,gdb_89490,CC1OC2(C)COC1C2,2.69911,1.62707,1.41708,1.3012,77.6,-0.2366,0.0876,0.3242,1042.2722,0.183365,-424.243825,-424.235684,-424.23474,-424.275853,32.852
96622,gdb_96623,CN=C(N)C(=O)C1CO1,3.26086,1.02559,0.82788,3.1558,74.54,-0.2462,-0.0639,0.1823,1382.4907,0.134045,-455.136874,-455.127341,-455.126397,-455.171934,33.659
7972,gdb_7973,CC1=CC(O)C(O)C1,3.56347,1.6001,1.24314,2.8901,69.92,-0.2497,0.0042,0.2539,1004.6735,0.153812,-384.955951,-384.947845,-384.946901,-384.988229,30.954
74666,gdb_74667,NC1=NC2C3OC3C2O1,3.70255,1.55378,1.47703,1.4295,64.55,-0.2242,0.0543,0.2785,908.644,0.114625,-453.918517,-453.911891,-453.910946,-453.949354,26.705
34653,gdb_34654,C1C=CC(=CCO1)C#N,3.58211,1.16925,0.91693,4.5121,81.22,-0.2452,-0.0678,0.1773,1219.3035,0.125597,-400.762391,-400.754556,-400.753611,-400.795319,29.082
79258,gdb_79259,CC1C2C3CC1(O)CC23,2.36074,1.97767,1.51914,1.2854,79.94,-0.2536,0.0713,0.3249,979.0059,0.18487,-387.105592,-387.097941,-387.096997,-387.136943,32.197
10887,gdb_10888,CC12CC1C(=O)C2O,3.04917,1.93824,1.53653,2.3914,65.75,-0.2303,-0.0152,0.2151,875.154,0.129129,-383.730241,-383.722363,-383.721419,-383.762235,29.262
5992,gdb_5993,CCCC(C)(O)CO,4.13069,1.00193,0.97778,2.2086,74.65,-0.2537,0.062,0.3157,1328.5921,0.197556,-387.347737,-387.337304,-387.33636,-387.382666,38.13
65428,gdb_65429,CC1(CN1CC#N)C=O,4.35362,0.82053,0.77908,2.8705,75.08,-0.26,-0.0394,0.2206,1446.6162,0.133457,-417.996366,-417.986945,-417.986001,-418.031319,33.175
57428,gdb_57429,CC(C)(C)C1NC1C#C,2.51879,1.21487,1.048,1.5564,88.69,-0.2448,0.0351,0.2799,1280.9683,0.191369,-367.158614,-367.148279,-367.147335,-367.193385,39.547
64581,gdb_64582,CC1(C=O)C2OC=NC12,3.97773,1.21529,1.18076,2.5038,70.19,-0.2565,-0.0312,0.2253,1061.2773,0.123894,-437.88945,-437.881513,-437.880569,-437.922397,29.025
70476,gdb_70477,CC12CN1CC2OC=N,3.3467,1.00922,0.90554,2.4693,78.89,-0.2448,0.0207,0.2655,1349.7347,0.158408,-419.16045,-419.151415,-419.15047,-419.195668,32.781
17654,gdb_17655,CC1(CCO1)C1CC1,3.17464,1.83972,1.53013,1.5733,74.07,-0.2439,0.0826,0.3265,938.6535,0.176781,-348.980602,-348.972425,-348.97148,-349.013114,31.15
105826,gdb_105827,OCC12C(O)C1N1CC21,2.44525,1.45695,1.206,2.4481,71.87,-0.2255,0.0504,0.2759,1094.2429,0.146955,-438.97252,-438.964116,-438.963172,-439.00548,32.355
129905,gdb_129906,c1c(n2c(n1)onn2)N,3.47264,1.78068,1.18467,3.1668,62.29,-0.2457,-0.0679,0.1778,925.7008,0.079323,-464.930576,-464.923959,-464.923015,-464.961628,24.818
130452,gdb_130453,[NH3+]CCC1=NOC(=N)[N-]1,6.2979,0.78559,0.71744,20.3686,86.77,-0.1198,-0.0597,0.06,1531.9659,0.13801,-451.222784,-451.214157,-451.213213,-451.25707,31.157
68925,gdb_68926,CC12CC1(O)CCOC2,2.31892,1.69972,1.22693,2.0287,78.23,-0.244,0.0767,0.3207,1097.1825,0.182765,-424.217755,-424.20903,-424.208085,-424.250419,34.615
102203,gdb_102204,COC(CC#C)CC#C,3.26065,0.91626,0.76605,0.8542,83.38,-0.2429,0.0362,0.2792,1484.904,0.154433,-385.810181,-385.799343,-385.798399,-385.847051,38.127
130331,gdb_130332,C(=N)Nc1c(non1)N,3.25883,1.39874,1.00596,5.2544,67.86,-0.2253,-0.0319,0.1934,1094.2128,0.103048,-466.148941,-466.141381,-466.140437,-466.181216,28.492
96602,gdb_96603,C1COCOCCC1O,2.51292,1.37603,0.9989,0.9012,74.81,-0.2509,0.0782,0.329,1220.5914,0.184092,-461.3544,-461.3457,-461.344756,-461.387498,33.641
119727,gdb_119728,CCCC12CCC1CO2,3.34326,1.00049,0.89344,1.5112,85.74,-0.2362,0.0743,0.3106,1441.289,0.205532,-388.269369,-388.260006,-388.259062,-388.304071,35.195
45336,gdb_45337,N=C1OC2COC(=N)C12,2.60331,1.82532,1.2327,4.1875,67.7,-0.271,-0.0046,0.2664,979.5225,0.114627,-453.956241,-453.949224,-453.94828,-453.988113,26.66
125687,gdb_125688,Cc1c(n[nH]n1)CC=O,2.97952,1.2274,0.9488,2.0309,71.38,-0.2488,-0.0342,0.2146,1202.1127,0.12441,-434.090081,-434.08136,-434.080416,-434.125024,30.066
66831,gdb_66832,CC12C3C4CC1N4C23C,2.5869,1.95275,1.44859,1.7881,82.37,-0.213,0.0914,0.3044,992.5354,0.171488,-365.938449,-365.930678,-365.929734,-365.970148,31.236
78174,gdb_78175,CC1NC(=O)C2C(O)C12,2.35535,1.65681,1.30713,3.7517,71.77,-0.2421,0.0119,0.254,1035.8023,0.149034,-439.114412,-439.106417,-439.105473,-439.146617,31.5
53532,gdb_53533,CC#CCC1(O)CC1O,3.7058,0.77694,0.72909,1.9808,80.8,-0.2401,0.0535,0.2936,1622.9189,0.155703,-422.980649,-422.970144,-422.9692,-423.017319,37.485
30617,gdb_30618,CCC(=O)c1ccoc1,4.48625,0.96789,0.80398,2.345,75.96,-0.2424,-0.0393,0.2031,1390.3017,0.135675,-421.880335,-421.871772,-421.870828,-421.914628,30.715
40289,gdb_40290,C1COCC2(CC2)OC1,2.54164,1.58435,1.20563,1.0237,78.29,-0.2411,0.0846,0.3257,1107.7789,0.183717,-424.202357,-424.194056,-424.193112,-424.235165,32.607
124357,gdb_124358,CC(=O)Nc1ccno1,5.06506,1.01051,0.8469,6.1896,72.12,-0.2323,-0.0201,0.2122,1300.9901,0.112104,-453.96852,-453.960064,-453.95912,-454.003759,29.467
107367,gdb_107368,OCC12CC(=O)CC1N2,3.3829,1.15458,0.97644,1.8708,71.38,-0.2512,-0.0289,0.2223,1210.6633,0.147993,-439.088775,-439.080484,-439.07954,-439.122197,31.447
411,gdb_412,CC1(CO)CN1,5.30044,2.98932,2.47639,2.1168,52.8,-0.2463,0.0724,0.3186,582.3057,0.13149,-287.663174,-287.656474,-287.65553,-287.693286,24.487
102299,gdb_102300,CCC(CC(C)C)C#C,1.79409,1.03773,0.78626,0.5381,95.14,-0.2574,0.0561,0.3135,1646.8679,0.225738,-352.339385,-352.327717,-352.326773,-352.376733,42.71
19750,gdb_19751,O=C1C2C3OC1OC23,3.95913,2.41862,2.29499,2.866,51.7,-0.2346,-0.0328,0.2018,636.5727,0.085379,-418.459275,-418.454116,-418.453172,-418.488483,20.7
80575,gdb_80576,CN1C2CC(O)CC12C,2.40023,1.44261,1.26824,2.0425,81.95,-0.213,0.0709,0.2839,1145.1258,0.194093,-404.332161,-404.322884,-404.32194,-404.365564,36.045
24825,gdb_24826,c1c(c(=O)nco1)C#N,3.12226,1.5439,1.03307,6.3675,64.97,-0.2832,-0.0856,0.1977,1018.8539,0.067265,-451.595547,-451.588656,-451.587712,-451.62745,24.625
31549,gdb_31550,CNc1nc(c(o1)N)N,3.34134,1.15557,0.87001,2.4806,74.28,-0.1696,0.0475,0.2171,1309.6016,0.137452,-451.352927,-451.343709,-451.342764,-451.386635,33.968
88686,gdb_88687,CC1OC1C1NC1(C)C,3.16825,0.94191,0.8648,1.7241,84.16,-0.2427,0.0726,0.3153,1478.5174,0.191871,-404.314317,-404.304123,-404.303179,-404.34993,37.613
106716,gdb_106717,COC12CC1(C)N1CC21,2.59501,1.51554,1.23669,1.4055,79.67,-0.2325,0.0827,0.3152,1115.0806,0.169662,-403.07474,-403.065867,-403.064923,-403.108181,33.612
80634,gdb_80635,NC1C2CC(N2)C1C#N,2.79909,1.58322,1.2712,4.6829,75.49,-0.2375,0.0326,0.2701,1022.4703,0.151395,-398.109101,-398.101569,-398.100625,-398.140971,29.94
103908,gdb_103909,COC1(C)CC1OC=N,2.54191,1.11582,0.96164,4.2255,78.36,-0.2486,0.0311,0.2797,1336.9511,0.167746,-440.251824,-440.241622,-440.240677,-440.287381,36.322
67199,gdb_67200,CC12C3CN1C(C#C)C23,2.94373,1.51082,1.24486,1.8777,81.96,-0.2286,0.0382,0.2668,1060.269,0.14695,-364.703236,-364.695241,-364.694297,-364.735462,31.505
43067,gdb_43068,O=C1C2CC3C=CC1C23,2.81532,1.94335,1.49687,2.8671,76.38,-0.2236,-0.0176,0.2059,905.8087,0.138363,-384.691562,-384.685075,-384.68413,-384.722344,26.661
15213,gdb_15214,CC1C(C#N)N1C=O,2.37704,2.21736,1.47991,5.5275,63.73,-0.2725,-0.0189,0.2536,873.6771,0.105996,-378.724447,-378.716488,-378.715544,-378.756997,27.63
18079,gdb_18080,CCCC1C2COC12,4.79229,1.09882,1.05841,1.5794,74.94,-0.2319,0.0783,0.3102,1218.3419,0.176997,-348.961888,-348.953638,-348.952694,-348.995284,30.55
44944,gdb_44945,N=C1OC2CC1OCC2,2.58181,1.8157,1.60355,3.3418,71.9,-0.2515,0.0136,0.2651,927.268,0.151553,-439.108353,-439.10157,-439.100625,-439.139315,27.816
74019,gdb_74020,CC1=C2COC2C2NC12,2.47203,1.9266,1.26741,2.5497,78.7,-0.2276,0.0019,0.2295,1015.3744,0.148854,-401.881044,-401.873518,-401.872574,-401.912893,29.378
76678,gdb_76679,CC1C(C)N1CC1CO1,3.01165,0.95058,0.84434,2.2996,82.67,-0.2208,0.0761,0.2969,1465.851,0.192277,-404.292728,-404.282699,-404.281755,-404.328359,36.455
132910,gdb_132911,Cc1c(coc(=O)n1)F,3.10322,1.42617,0.98302,4.5786,64.66,-0.2576,-0.0817,0.176,1085.8157,0.087445,-497.898207,-497.890513,-497.889569,-497.930996,27.802
85818,gdb_85819,CC1CC(C)(C#N)N1C,2.31601,1.24982,1.14642,4.5034,83.79,-0.2297,0.0259,0.2556,1240.0859,0.180837,-383.272587,-383.262617,-383.261673,-383.30693,37.022
59917,gdb_59918,CC(O)CC(=O)NC=N,2.75906,0.93286,0.71947,3.1985,77.26,-0.2485,-0.0115,0.237,1561.09,0.158549,-456.388161,-456.378262,-456.377318,-456.423456,35.631
120733,gdb_120734,CC(O)C1OC1CCO,3.18167,0.73113,0.67963,0.5018,76.05,-0.2636,0.0697,0.3332,1735.7408,0.179333,-461.332959,-461.322112,-461.321168,-461.370395,38.13
12577,gdb_12578,CC1=C(CCC1=O)N,2.95124,2.06637,1.244,5.5752,74.69,-0.2112,-0.007,0.2042,958.1408,0.142519,-363.924854,-363.916536,-363.915592,-363.957568,30.516
112001,gdb_112002,COC1C=CC2C(O)C12,2.76087,1.48603,1.24714,2.4046,76.58,-0.2241,0.0035,0.2276,1081.8229,0.159653,-422.999884,-422.991608,-422.990664,-423.032614,32.01
87023,gdb_87024,CC1OC1(C#C)C(N)=N,2.1564,1.55399,1.06649,2.0556,76.75,-0.2419,0.0092,0.2511,1165.0526,0.133388,-417.961701,-417.952245,-417.951301,-417.995675,35.507
68824,gdb_68825,CC12CC1(C)C1(CO1)C2,2.68382,1.43072,1.21414,1.6332,83.6,-0.2401,0.0867,0.3268,1144.1704,0.180707,-387.0527,-387.043603,-387.042658,-387.085935,35.178
109183,gdb_109184,CN=C1CN=C(N1)CN,4.33594,0.91036,0.76605,2.2969,80.57,-0.225,-0.0002,0.2247,1488.7833,0.159782,-415.407204,-415.397339,-415.396395,-415.442822,34.442
31296,gdb_31297,CNc1c([nH]cn1)C#C,2.34225,1.51593,0.92957,1.7309,85.37,-0.1779,0.0023,0.1802,1216.1538,0.124797,-396.93587,-396.926959,-396.926015,-396.96964,32.476
133125,gdb_133126,c1cc(c(nc1)F)CO,2.58478,1.50638,0.95738,2.6715,70.34,-0.2478,-0.0229,0.2249,1138.6751,0.113307,-461.969326,-461.961563,-461.960619,-462.002233,28.479
20818,gdb_20819,CCc1cnnn1C,3.34567,1.83821,1.30729,4.9009,70.33,-0.2447,0.0065,0.2511,957.6007,0.143118,-360.05345,-360.045366,-360.044422,-360.086513,28.511
79099,gdb_79100,CC1C2C3NC(=O)N1C23,2.53106,2.12849,1.56466,4.6696,70.41,-0.2273,0.0236,0.251,891.489,0.137713,-417.991765,-417.98459,-417.983646,-418.023052,28.699
41570,gdb_41571,C1CC2C1C1CCC2C1,2.69223,1.7103,1.64694,0.1367,86.6,-0.2697,0.0762,0.3458,994.6838,0.2113,-351.164052,-351.15716,-351.156216,-351.195188,30.042
